make,model,year,engine_fuel_type,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,market_category,vehicle_size,vehicle_style,highway_mpg,city_mpg,popularity
11606,volvo,xc70,2014,regular_unleaded,300.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,wagon,24,17,870
71,chrysler,200,2016,flex-fuel_(unleaded/e85),184.0,6,automatic,front_wheel_drive,2,flex_fuel,midsize,sedan,36,23,1013
11460,subaru,wrx,2016,premium_unleaded_(required),305.0,6,manual,all_wheel_drive,2,"factory_tuner,high-performance",compact,sedan,23,17,640
10090,pontiac,sunfire,2004,regular_unleaded,140.0,6,manual,front_wheel_drive,2,,compact,coupe,33,23,210
5052,infiniti,fx35,2010,premium_unleaded_(required),303.0,6,automatic,all_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,21,16,190
1207,honda,accord_hybrid,2015,regular_unleaded,196.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,45,50,2202
10269,chevrolet,tahoe,2017,flex-fuel_(unleaded/e85),355.0,6,automatic,rear_wheel_drive,2,"flex_fuel,performance",large,4dr_suv,23,16,1385
1590,toyota,avalon_hybrid,2016,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,39,40,2031
11036,toyota,tundra,2017,flex-fuel_(unleaded/e85),381.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,18,13,2031
5159,infiniti,g37_sedan,2010,premium_unleaded_(recommended),328.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,sedan,27,19,190
5624,volkswagen,gti,2012,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,33,24,873
10397,hyundai,tiburon,2007,regular_unleaded,138.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,28,20,1439
11172,aston_martin,v8_vantage,2016,premium_unleaded_(required),430.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,convertible,19,13,259
658,bmw,6_series,2016,premium_unleaded_(required),315.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,coupe,29,20,3916
7901,nissan,quest,2014,regular_unleaded,260.0,6,automatic,front_wheel_drive,2,,compact,passenger_minivan,25,19,2009
8255,land_rover,range_rover_evoque,2016,premium_unleaded_(recommended),240.0,6,automatic,all_wheel_drive,2,"crossover,luxury",compact,4dr_suv,30,21,258
10030,cadillac,sts,2010,premium_unleaded_(recommended),320.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,sedan,24,15,1624
6538,buick,lucerne,2010,flex-fuel_(unleaded/e85),227.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,26,17,155
5172,infiniti,g37,2009,premium_unleaded_(required),330.0,6,automatic,rear_wheel_drive,2,"luxury,performance",midsize,coupe,26,18,190
3036,volvo,coupe,1991,regular_unleaded,188.0,6,automatic,rear_wheel_drive,2,luxury,midsize,coupe,20,17,870
8646,acura,rsx,2004,regular_unleaded,160.0,6,automatic,front_wheel_drive,2,"hatchback,luxury,performance",compact,2dr_hatchback,31,22,204
5479,pontiac,grand_am,2004,regular_unleaded,175.0,6,automatic,front_wheel_drive,2,,midsize,sedan,27,18,210
6478,lexus,ls_430,2006,premium_unleaded_(required),278.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,sedan,23,16,454
402,mazda,3,2017,regular_unleaded,155.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,37,28,586
5085,infiniti,g_coupe,2011,premium_unleaded_(recommended),330.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,coupe,25,18,190
5541,maserati,gransport,2006,premium_unleaded_(required),401.0,6,automatic,rear_wheel_drive,2,"exotic,factory_tuner,luxury,high-performance",compact,coupe,18,11,238
1472,ford,aspire,1996,regular_unleaded,63.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,38,29,5657
8869,audi,s4,2015,premium_unleaded_(required),333.0,6,automated_manual,all_wheel_drive,2,"factory_tuner,luxury,high-performance",midsize,sedan,28,18,3105
3356,mazda,cx-5,2014,regular_unleaded,155.0,6,manual,front_wheel_drive,2,crossover,midsize,4dr_suv,35,26,586
9808,gmc,sonoma,2003,flex-fuel_(unleaded/e85),120.0,6,automatic,rear_wheel_drive,2,flex_fuel,compact,regular_cab_pickup,23,17,549
9443,chevrolet,silverado_1500_classic,2007,flex-fuel_(unleaded/e85),295.0,6,automatic,four_wheel_drive,2,flex_fuel,large,crew_cab_pickup,17,13,1385
1983,chevrolet,bolt_ev,2017,electric,200.0,6,direct_drive,front_wheel_drive,2,hatchback,compact,4dr_hatchback,110,128,1385
4918,ford,freestar,2005,regular_unleaded,,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,21,16,5657
5059,infiniti,fx,2011,premium_unleaded_(required),303.0,6,automatic,rear_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,23,16,190
3843,hyundai,elantra_gt,2017,regular_unleaded,173.0,6,automatic,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,32,24,1439
1033,audi,a3,2016,premium_unleaded_(recommended),220.0,6,automated_manual,all_wheel_drive,2,luxury,compact,sedan,33,24,3105
174,mercedes-benz,300-class,1991,diesel,121.0,6,automatic,rear_wheel_drive,2,"diesel,luxury",midsize,sedan,30,23,617
9131,toyota,sequoia,2016,flex-fuel_(unleaded/e85),381.0,6,automatic,four_wheel_drive,2,flex_fuel,large,4dr_suv,17,13,2031
3102,honda,crosstour,2013,regular_unleaded,278.0,6,automatic,front_wheel_drive,2,"crossover,hatchback",midsize,4dr_hatchback,30,20,2202
10779,chevrolet,trax,2016,regular_unleaded,138.0,6,automatic,all_wheel_drive,2,crossover,compact,4dr_suv,31,24,1385
7713,chevrolet,prizm,2002,regular_unleaded,125.0,6,manual,front_wheel_drive,2,,compact,sedan,37,27,1385
8526,kia,rio,2017,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,36,27,1720
9065,chrysler,sebring,2009,regular_unleaded,173.0,6,automatic,front_wheel_drive,2,flex_fuel,midsize,sedan,30,21,1013
2853,bentley,continental_flying_spur,2012,flex-fuel_(premium_unleaded_required/e85),552.0,6,automatic,all_wheel_drive,2,"exotic,flex_fuel,luxury,high-performance",large,sedan,19,11,520
1486,chevrolet,astro,2005,regular_unleaded,190.0,6,automatic,rear_wheel_drive,2,,large,passenger_minivan,20,14,1385
6151,volkswagen,jetta,2017,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,midsize,sedan,38,28,873
4293,lotus,exige,2009,premium_unleaded_(recommended),240.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,coupe,26,20,613
8488,honda,ridgeline,2013,regular_unleaded,250.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,21,15,2202
7560,rolls-royce,phantom,2014,premium_unleaded_(required),453.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,performance",large,sedan,19,11,86
11461,subaru,wrx,2016,premium_unleaded_(recommended),268.0,6,manual,all_wheel_drive,2,performance,compact,sedan,27,20,640
10459,nissan,titan,2017,regular_unleaded,390.0,6,automatic,four_wheel_drive,2,,large,crew_cab_pickup,21,15,2009
11654,hyundai,xg350,2003,regular_unleaded,194.0,6,automatic,front_wheel_drive,2,,midsize,sedan,24,15,1439
5626,volkswagen,gti,2012,premium_unleaded_(recommended),200.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,31,21,873
3845,hyundai,elantra_touring,2010,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,30,23,1439
5841,chrysler,imperial,1991,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,large,sedan,23,15,1013
8570,nissan,rogue_select,2015,regular_unleaded,170.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,27,22,2009
3110,honda,crosstour,2014,regular_unleaded,278.0,6,automatic,front_wheel_drive,2,"crossover,hatchback",midsize,4dr_hatchback,30,20,2202
10962,toyota,tundra,2015,regular_unleaded,381.0,6,automatic,rear_wheel_drive,2,,large,extended_cab_pickup,18,13,2031
3918,lotus,elise,2011,premium_unleaded_(required),217.0,6,manual,rear_wheel_drive,2,"exotic,high-performance",compact,convertible,26,20,613
4138,cadillac,escalade_hybrid,2011,regular_unleaded,332.0,6,automatic,four_wheel_drive,2,"luxury,hybrid",large,4dr_suv,23,20,1624
10402,hyundai,tiburon,2008,regular_unleaded,172.0,6,manual,front_wheel_drive,2,hatchback,compact,2dr_hatchback,24,17,1439
2172,chevrolet,camaro,2015,premium_unleaded_(required),580.0,6,manual,rear_wheel_drive,2,"factory_tuner,high-performance",midsize,coupe,19,14,1385
2599,honda,civic,2017,regular_unleaded,158.0,6,manual,front_wheel_drive,2,,midsize,sedan,40,28,2202
10244,toyota,tacoma,2017,regular_unleaded,278.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,24,19,2031
8013,volkswagen,rabbit,2009,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,29,20,873
9107,kia,sephia,1999,regular_unleaded,125.0,6,manual,front_wheel_drive,2,,compact,sedan,28,21,1720
5967,lexus,is_250_c,2015,premium_unleaded_(required),204.0,6,automatic,rear_wheel_drive,2,luxury,compact,convertible,30,21,454
11864,gmc,yukon,2015,flex-fuel_(unleaded/e85),355.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,4dr_suv,23,16,549
11650,scion,xd,2014,regular_unleaded,128.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,33,27,105
5867,subaru,impreza,2015,regular_unleaded,148.0,6,automatic,all_wheel_drive,2,hatchback,compact,4dr_hatchback,37,28,640
10527,volkswagen,touareg_2,2008,premium_unleaded_(required),280.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,20,14,873
3820,oldsmobile,eighty-eight_royale,1995,regular_unleaded,205.0,6,automatic,front_wheel_drive,2,,large,sedan,26,17,26
9148,dodge,shadow,1992,regular_unleaded,152.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,24,18,1851
1887,volkswagen,beetle,2015,regular_unleaded,170.0,6,automatic,front_wheel_drive,2,hatchback,compact,2dr_hatchback,33,25,873
8336,ford,ranger,2009,regular_unleaded,143.0,6,manual,rear_wheel_drive,2,,compact,regular_cab_pickup,26,21,5657
3717,volkswagen,e-golf,2015,electric,115.0,6,direct_drive,front_wheel_drive,2,hatchback,compact,4dr_hatchback,105,126,873
1182,hyundai,accent,2015,regular_unleaded,137.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,37,26,1439
11898,bmw,z4,2015,premium_unleaded_(required),300.0,6,automated_manual,rear_wheel_drive,2,"luxury,high-performance",compact,convertible,24,17,3916
5004,nissan,frontier,2017,regular_unleaded,152.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,23,19,2009
4602,ford,f-250,1997,regular_unleaded,220.0,6,manual,rear_wheel_drive,2,,large,extended_cab_pickup,17,12,5657
9615,chevrolet,silverado_1500,2017,flex-fuel_(unleaded/e85),285.0,6,automatic,four_wheel_drive,2,flex_fuel,large,extended_cab_pickup,22,17,1385
11884,bmw,z3,2001,premium_unleaded_(required),225.0,6,manual,rear_wheel_drive,2,"luxury,performance",compact,convertible,26,19,3916
10592,chevrolet,tracker,2004,regular_unleaded,165.0,6,automatic,four_wheel_drive,2,,compact,4dr_suv,20,17,1385
11084,chevrolet,uplander,2007,regular_unleaded,240.0,6,automatic,front_wheel_drive,2,flex_fuel,midsize,passenger_minivan,23,16,1385
1722,mazda,b-series_pickup,2000,flex-fuel_(unleaded/e85),143.0,6,manual,four_wheel_drive,2,flex_fuel,compact,regular_cab_pickup,20,15,586
9859,kia,soul,2015,regular_unleaded,130.0,6,manual,front_wheel_drive,2,,compact,wagon,30,24,1720
2884,bentley,continental_gtc,2014,flex-fuel_(premium_unleaded_required/e85),567.0,6,automatic,all_wheel_drive,2,"exotic,flex_fuel,luxury,high-performance",midsize,convertible,20,12,520
2994,chevrolet,corvette,2016,premium_unleaded_(recommended),460.0,6,manual,rear_wheel_drive,2,high-performance,compact,convertible,29,17,1385
4763,ford,flex,2016,regular_unleaded,287.0,6,automatic,all_wheel_drive,2,"crossover,performance",large,wagon,22,16,5657
9078,kia,sedona,2016,regular_unleaded,276.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,24,18,1720
4056,chevrolet,equinox,2015,regular_unleaded,182.0,6,automatic,front_wheel_drive,2,"crossover,flex_fuel",compact,4dr_suv,32,22,1385
5380,volkswagen,golf_gti,2015,premium_unleaded_(recommended),210.0,6,automated_manual,front_wheel_drive,2,"hatchback,performance",compact,4dr_hatchback,33,25,873
11024,toyota,tundra,2017,flex-fuel_(unleaded/e85),381.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,18,13,2031
8525,kia,rio,2017,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,,compact,sedan,36,27,1720
8345,ford,ranger,2009,regular_unleaded,143.0,6,manual,rear_wheel_drive,2,,compact,extended_cab_pickup,26,21,5657
5516,suzuki,grand_vitara,2011,regular_unleaded,166.0,6,automatic,rear_wheel_drive,2,crossover,compact,4dr_suv,25,19,481
6645,dodge,magnum,2008,regular_unleaded,340.0,6,automatic,all_wheel_drive,2,,large,wagon,22,15,1851
5936,acura,integra,2001,regular_unleaded,140.0,6,automatic,front_wheel_drive,2,"hatchback,luxury",compact,2dr_hatchback,28,21,204
7880,audi,q7,2015,diesel,240.0,6,automatic,all_wheel_drive,2,"crossover,luxury,diesel",large,4dr_suv,28,19,3105
721,bmw,7_series,2015,premium_unleaded_(required),315.0,6,automatic,rear_wheel_drive,2,"luxury,performance",large,sedan,29,19,3916
373,mazda,3,2015,regular_unleaded,155.0,6,manual,front_wheel_drive,2,,compact,sedan,41,29,586
8186,dodge,ram_pickup_1500,2010,regular_unleaded,215.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,crew_cab_pickup,20,14,1851
8023,mitsubishi,raider,2008,regular_unleaded,210.0,6,automatic,four_wheel_drive,2,,compact,crew_cab_pickup,18,14,436
6734,nissan,maxima,2017,premium_unleaded_(recommended),300.0,6,automatic,front_wheel_drive,2,high-performance,midsize,sedan,30,21,2009
312,nissan,370z,2015,premium_unleaded_(required),332.0,6,automatic,rear_wheel_drive,2,high-performance,compact,coupe,26,19,2009
10041,chevrolet,suburban,2016,flex-fuel_(unleaded/e85),355.0,6,automatic,four_wheel_drive,2,"flex_fuel,performance",large,4dr_suv,22,15,1385
8116,dodge,ram_50_pickup,1991,regular_unleaded,143.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,20,15,1851
9814,kia,sorento,2015,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,25,18,1720
42,bmw,2_series,2016,premium_unleaded_(required),240.0,6,automatic,rear_wheel_drive,2,luxury,compact,convertible,34,23,3916
7033,nissan,murano,2015,regular_unleaded,260.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,28,21,2009
10885,acura,tsx,2013,premium_unleaded_(recommended),280.0,6,automatic,front_wheel_drive,2,"luxury,performance",midsize,sedan,28,19,204
7045,nissan,murano,2016,regular_unleaded,250.0,6,automatic,front_wheel_drive,2,"crossover,hybrid",midsize,4dr_suv,31,28,2009
7196,volkswagen,new_beetle,2008,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,compact,convertible,28,20,873
8609,volkswagen,routan,2010,regular_unleaded,251.0,6,automatic,front_wheel_drive,2,,midsize,passenger_minivan,25,17,873
4753,ford,flex,2015,regular_unleaded,287.0,6,automatic,front_wheel_drive,2,crossover,large,wagon,25,18,5657
11404,suzuki,vitara,2003,regular_unleaded,127.0,6,manual,four_wheel_drive,2,,compact,4dr_suv,23,20,481
2791,chevrolet,colorado,2015,regular_unleaded,200.0,6,automatic,four_wheel_drive,2,,compact,extended_cab_pickup,25,19,1385
8896,volvo,s60,2016,regular_unleaded,302.0,6,automatic,all_wheel_drive,2,"luxury,high-performance",midsize,sedan,31,22,870
732,bmw,7_series,2017,premium_unleaded_(required),445.0,6,automatic,rear_wheel_drive,2,"luxury,high-performance",large,sedan,26,17,3916
6594,infiniti,m37,2011,premium_unleaded_(recommended),330.0,6,automatic,all_wheel_drive,2,luxury,large,sedan,24,17,190
944,porsche,911,2016,premium_unleaded_(required),400.0,6,manual,rear_wheel_drive,2,"luxury,high-performance",compact,coupe,27,19,1715
5256,hyundai,genesis_coupe,2016,premium_unleaded_(recommended),348.0,6,automatic,rear_wheel_drive,2,high-performance,midsize,coupe,25,16,1439
9998,dodge,stealth,1995,regular_unleaded,222.0,6,manual,front_wheel_drive,2,performance,compact,coupe,23,17,1851
9210,toyota,sienna,2015,regular_unleaded,266.0,6,automatic,all_wheel_drive,2,,large,passenger_minivan,23,16,2031
8187,dodge,ram_pickup_1500,2010,flex-fuel_(unleaded/e85),310.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,regular_cab_pickup,19,14,1851
5565,lexus,gs_200t,2017,premium_unleaded_(required),241.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,30,21,454
9099,nissan,sentra,2017,regular_unleaded,124.0,6,automatic,front_wheel_drive,2,,midsize,sedan,37,29,2009
1693,mazda,b-series_pickup,1999,regular_unleaded,160.0,6,manual,four_wheel_drive,2,,compact,extended_cab_pickup,19,15,586
10983,toyota,tundra,2016,regular_unleaded,381.0,6,automatic,rear_wheel_drive,2,,large,crew_cab_pickup,18,13,2031
519,bmw,5_series,2015,diesel,255.0,6,automatic,all_wheel_drive,2,"diesel,luxury",large,sedan,37,26,3916
814,saab,9-3_griffin,2012,flex-fuel_(premium_unleaded_recommended/e85),220.0,6,automatic,front_wheel_drive,2,"flex_fuel,luxury",midsize,sedan,29,19,376
818,saab,9-3_griffin,2012,flex-fuel_(premium_unleaded_recommended/e85),220.0,6,automatic,front_wheel_drive,2,"flex_fuel,luxury",midsize,sedan,29,19,376
4830,suzuki,forenza,2008,regular_unleaded,127.0,6,manual,front_wheel_drive,2,,compact,sedan,28,20,481
9714,hyundai,sonata_hybrid,2016,regular_unleaded,193.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,43,39,1439
9830,kia,sorento,2016,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,26,18,1720
11548,scion,xb,2015,regular_unleaded,158.0,6,automatic,front_wheel_drive,2,,compact,wagon,28,22,105
7058,lamborghini,murcielago,2008,premium_unleaded_(required),632.0,6,automated_manual,all_wheel_drive,2,"exotic,high-performance",compact,convertible,14,9,1158
9892,kia,spectra,2007,regular_unleaded,138.0,6,manual,front_wheel_drive,2,,compact,sedan,30,23,1720
5217,lamborghini,gallardo,2012,premium_unleaded_(required),560.0,6,manual,all_wheel_drive,2,"exotic,high-performance",compact,convertible,20,12,1158
3734,ford,e-series_van,2014,flex-fuel_(unleaded/e85),225.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,cargo_van,16,13,5657
6272,suzuki,kizashi,2011,regular_unleaded,180.0,6,automatic,all_wheel_drive,2,,midsize,sedan,30,23,481
6010,volkswagen,jetta_gli,2013,premium_unleaded_(recommended),200.0,6,automated_manual,front_wheel_drive,2,performance,midsize,sedan,32,24,873
11238,hyundai,veloster,2016,regular_unleaded,201.0,6,manual,front_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,33,25,1439
6833,mitsubishi,mirage,2015,regular_unleaded,74.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,42,34,436
10075,plymouth,sundance,1992,regular_unleaded,93.0,6,manual,front_wheel_drive,2,hatchback,compact,4dr_hatchback,29,23,535
7790,infiniti,q50,2016,premium_unleaded_(required),208.0,6,automatic,rear_wheel_drive,2,luxury,midsize,sedan,31,23,190
2592,honda,civic,2017,regular_unleaded,174.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,42,32,2202
379,mazda,3,2015,regular_unleaded,155.0,6,automatic,front_wheel_drive,2,,compact,sedan,41,30,586
2251,toyota,camry,2016,regular_unleaded,178.0,6,automatic,front_wheel_drive,2,,midsize,sedan,35,25,2031
4439,chevrolet,express,2015,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,passenger_van,17,11,1385
2148,kia,cadenza,2017,regular_unleaded,290.0,6,automatic,front_wheel_drive,2,performance,midsize,sedan,28,20,1720
3726,ford,e-series_van,2013,flex-fuel_(unleaded/e85),225.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,cargo_van,17,13,5657
10336,toyota,tercel,1998,regular_unleaded,93.0,6,manual,front_wheel_drive,2,,compact,coupe,35,27,2031
2566,honda,civic,2015,regular_unleaded,143.0,6,automatic,front_wheel_drive,2,,compact,coupe,38,29,2202
6038,volkswagen,jetta_gli,2014,premium_unleaded_(recommended),210.0,6,manual,front_wheel_drive,2,performance,midsize,sedan,33,23,873
1803,volkswagen,beetle_convertible,2014,diesel,140.0,6,automated_manual,front_wheel_drive,2,diesel,compact,convertible,41,28,873
11722,suzuki,xl7,2009,regular_unleaded,252.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,23,16,481
7145,mazda,navajo,1994,regular_unleaded,160.0,6,manual,four_wheel_drive,2,,compact,2dr_suv,18,14,586
3621,dodge,durango,2016,regular_unleaded,295.0,6,automatic,all_wheel_drive,2,crossover,large,4dr_suv,25,18,1851
6108,volkswagen,jetta,2015,premium_unleaded_(recommended),210.0,6,automatic,front_wheel_drive,2,"factory_tuner,performance",midsize,sedan,32,24,873
1594,toyota,avalon_hybrid,2017,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,hybrid,midsize,sedan,39,40,2031
7061,lamborghini,murcielago,2009,premium_unleaded_(required),631.0,6,automated_manual,all_wheel_drive,2,"exotic,high-performance",compact,coupe,14,9,1158
4890,volkswagen,fox,1993,regular_unleaded,81.0,6,manual,front_wheel_drive,2,,compact,coupe,30,22,873
9898,kia,spectra,2008,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,,compact,sedan,32,24,1720
7610,honda,pilot,2016,regular_unleaded,280.0,6,automatic,front_wheel_drive,2,crossover,midsize,4dr_suv,27,19,2202
8907,volvo,s60,2016,regular_unleaded,325.0,6,automatic,all_wheel_drive,2,"luxury,high-performance",midsize,sedan,27,18,870
10012,dodge,stratus,2004,regular_unleaded,147.0,6,manual,front_wheel_drive,2,,midsize,coupe,29,21,1851
10754,chevrolet,traverse,2016,regular_unleaded,281.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,15,1385
2559,honda,civic,2015,regular_unleaded,143.0,6,automatic,front_wheel_drive,2,,compact,sedan,39,30,2202
4208,ford,escort,2002,regular_unleaded,130.0,6,manual,front_wheel_drive,2,,compact,coupe,31,22,5657
5095,infiniti,g_coupe,2013,premium_unleaded_(recommended),330.0,6,automatic,all_wheel_drive,2,"luxury,performance",midsize,coupe,25,18,190
7528,nissan,pathfinder,2016,regular_unleaded,260.0,6,automatic,front_wheel_drive,2,crossover,large,4dr_suv,27,20,2009
1582,chevrolet,avalanche,2012,flex-fuel_(unleaded/e85),320.0,6,automatic,rear_wheel_drive,2,"crossover,flex_fuel",large,crew_cab_pickup,21,15,1385
2547,honda,civic,2015,regular_unleaded,110.0,6,automatic,front_wheel_drive,2,hybrid,compact,sedan,47,44,2202
8511,kia,rio,2015,regular_unleaded,138.0,6,automatic,front_wheel_drive,2,hatchback,compact,4dr_hatchback,37,27,1720
7078,ford,mustang,2015,premium_unleaded_(recommended),435.0,6,manual,rear_wheel_drive,2,high-performance,midsize,coupe,25,15,5657
4321,ford,expedition,2016,regular_unleaded,365.0,6,automatic,rear_wheel_drive,2,,large,4dr_suv,22,16,5657
5138,infiniti,g35,2007,premium_unleaded_(required),293.0,6,manual,rear_wheel_drive,2,"luxury,performance",midsize,coupe,23,17,190
6884,lincoln,mkx,2016,regular_unleaded,303.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,26,17,61
6541,buick,lucerne,2010,flex-fuel_(unleaded/e85),227.0,6,automatic,front_wheel_drive,2,flex_fuel,large,sedan,26,17,155
1763,subaru,b9_tribeca,2006,premium_unleaded_(required),250.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,21,16,640
6684,chevrolet,malibu,2016,regular_unleaded,160.0,6,automatic,front_wheel_drive,2,,midsize,sedan,37,27,1385
6472,land_rover,lr4,2016,premium_unleaded_(required),340.0,6,automatic,four_wheel_drive,2,luxury,midsize,4dr_suv,19,15,258
2843,chrysler,concorde,2003,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,,large,sedan,27,19,1013
4944,nissan,frontier,2015,regular_unleaded,261.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,21,15,2009
11428,ford,windstar_cargo,2002,regular_unleaded,200.0,6,automatic,front_wheel_drive,2,,midsize,cargo_minivan,21,16,5657
10333,toyota,tercel,1997,regular_unleaded,93.0,6,manual,front_wheel_drive,2,,compact,coupe,35,28,2031
8405,lexus,rc_200t,2016,premium_unleaded_(required),241.0,6,automatic,rear_wheel_drive,2,luxury,midsize,coupe,32,22,454
4433,chevrolet,express,2014,flex-fuel_(unleaded/e85),285.0,6,automatic,rear_wheel_drive,2,flex_fuel,large,passenger_van,17,11,1385
8995,hyundai,santa_fe,2017,regular_unleaded,290.0,6,automatic,all_wheel_drive,2,crossover,midsize,4dr_suv,22,17,1439
8121,dodge,ram_50_pickup,1992,regular_unleaded,115.0,6,manual,rear_wheel_drive,2,,compact,regular_cab_pickup,22,17,1851
6356,plymouth,laser,1993,regular_unleaded,195.0,6,manual,all_wheel_drive,2,"hatchback,performance",compact,2dr_hatchback,23,18,535
5278,rolls-royce,ghost_series_ii,2016,premium_unleaded_(required),563.0,6,automatic,rear_wheel_drive,2,"exotic,luxury,performance",large,sedan,21,13,86
7280,lexus,nx_200t,2017,premium_unleaded_(required),235.0,6,automatic,front_wheel_drive,2,"crossover,luxury",midsize,4dr_suv,28,22,454
4132,cadillac,escalade_ext,2012,flex-fuel_(premium_unleaded_recommended/e85),403.0,6,automatic,all_wheel_drive,2,"crossover,flex_fuel,luxury,performance",large,crew_cab_pickup,18,13,1624
105,volvo,240,1991,regular_unleaded,114.0,6,automatic,rear_wheel_drive,2,luxury,midsize,wagon,23,18,870
4946,nissan,frontier,2015,regular_unleaded,261.0,6,automatic,rear_wheel_drive,2,,compact,crew_cab_pickup,22,16,2009
2806,chevrolet,colorado,2016,regular_unleaded,305.0,6,automatic,four_wheel_drive,2,diesel,compact,crew_cab_pickup,24,17,1385
6509,oldsmobile,lss,1998,regular_unleaded,195.0,6,automatic,front_wheel_drive,2,,large,sedan,27,17,26
9657,buick,skylark,1997,regular_unleaded,150.0,6,automatic,front_wheel_drive,2,,midsize,sedan,29,19,155
6825,mitsubishi,mirage_g4,2017,regular_unleaded,78.0,6,manual,front_wheel_drive,2,,compact,sedan,40,33,436
2953,toyota,corolla,2017,regular_unleaded,140.0,6,automatic,front_wheel_drive,2,,compact,sedan,40,30,2031
8757,chevrolet,s-10,2002,regular_unleaded,190.0,6,automatic,rear_wheel_drive,2,flex_fuel,compact,regular_cab_pickup,20,15,1385
7519,nissan,pathfinder,2015,regular_unleaded,260.0,6,automatic,four_wheel_drive,2,crossover,large,4dr_suv,26,19,2009
4345,ford,expedition,2017,regular_unleaded,365.0,6,automatic,four_wheel_drive,2,,large,4dr_suv,19,15,5657
10716,ford,transit_wagon,2016,flex-fuel_(unleaded/e85),275.0,6,automatic,rear_wheel_drive,2,flex_fuel,midsize,passenger_van,19,14,5657
